0;1;
921;2;
520;3;
415;4;
368;5;
314;6;
277;7;
255;8;
237;9;
224;10;
210;11;
201;12;
188;13;
183;14;
176;15;
170;16;
165;17;
161;18;
161;19;
159;20;
159;21;
158;22;
157;23;
155;24;
155;25;
155;26;
154;27;
154;28;
152;29;
152;30;
150;31;
149;32;
149;33;
148;34;
148;35;
147;36;
144;37;
144;38;
143;39;
142;40;
142;41;
141;42;
141;43;
140;44;
139;45;
139;46;
138;47;
137;48;
136;49;
136;50;
135;51;
135;52;
135;53;
135;54;
134;55;
134;56;
132;57;
131;58;
132;59;
132;60;
132;61;
131;62;
128;63;
127;64;
126;65;
125;66;
124;67;
125;68;
123;69;
125;70;
127;71;
128;72;
127;73;
128;74;
129;75;
129;76;
130;77;
130;78;
130;79;
131;80;
132;81;
132;82;
132;83;
131;84;
131;85;
132;86;
133;87;
134;88;
135;89;
134;90;
134;91;
133;92;
132;93;
130;94;
127;95;
127;96;
123;97;
123;98;
122;99;
122;100;
122;101;
121;102;
121;103;
122;104;
123;105;
123;106;
124;107;
123;108;
124;109;
125;110;
126;111;
127;112;
127;113;
129;114;
128;115;
129;116;
130;117;
130;118;
131;119;
131;120;
131;121;
132;122;
132;123;
132;124;
130;125;
131;126;
131;127;
132;128;
132;129;
132;130;
132;131;
131;132;
130;133;
130;134;
128;135;
129;136;
129;137;
127;138;
126;139;
125;140;
125;141;
125;142;
124;143;
124;144;
126;145;
129;146;
132;147;
136;148;
139;149;
84;150;
89;151;
94;152;
98;153;
103;154;
107;155;
111;156;
116;157;
120;158;
124;159;
127;160;
131;161;
133;162;
136;163;
140;164;
143;165;
144;166;
147;167;
150;168;
152;169;
153;170;
155;171;
156;172;
158;173;
160;174;
162;175;
163;176;
165;177;
166;178;
168;179;
168;180;
168;181;
170;182;
170;183;
170;184;
163;185;
164;186;
164;187;
162;188;
162;189;
163;190;
165;191;
165;192;
167;193;
167;194;
168;195;
170;196;
171;197;
171;198;
172;199;
172;200;
173;201;
170;202;
170;203;
171;204;
171;205;
170;206;
171;207;
171;208;
172;209;
172;210;
173;211;
173;212;
174;213;
175;214;
176;215;
177;216;
176;217;
176;218;
176;219;
175;220;
175;221;
175;222;
175;223;
174;224;
173;225;
174;226;
174;227;
173;228;
173;229;
174;230;
174;231;
173;232;
173;233;
173;234;
173;235;
173;236;
174;237;
173;238;
173;239;
173;240;
174;241;
173;242;
173;243;
173;244;
173;245;
174;246;
174;247;
173;248;
174;249;
174;250;
175;251;
175;252;
151;253;
152;254;
153;255;
157;256;
159;257;
161;258;
161;259;
161;260;
163;261;
164;262;
166;263;
168;264;
169;265;
170;266;
171;267;
172;268;
173;269;
173;270;
174;271;
175;272;
173;273;
172;274;
174;275;
173;276;
174;277;
174;278;
175;279;
176;280;
175;281;
177;282;
176;283;
177;284;
176;285;
176;286;
175;287;
176;288;
174;289;
176;290;
176;291;
175;292;
176;293;
176;294;
176;295;
177;296;
178;297;
178;298;
180;299;
180;300;
179;301;
180;302;
180;303;
180;304;
181;305;
181;306;
179;307;
179;308;
180;309;
179;310;
179;311;
179;312;
180;313;
180;314;
89;315;
93;316;
97;317;
101;318;
106;319;
110;320;
114;321;
119;322;
123;323;
126;324;
130;325;
133;326;
136;327;
139;328;
142;329;
145;330;
148;331;
151;332;
153;333;
155;334;
157;335;
160;336;
162;337;
163;338;
165;339;
167;340;
167;341;
166;342;
166;343;
168;344;
167;345;
168;346;
168;347;
169;348;
170;349;
170;350;
172;351;
173;352;
174;353;
174;354;
175;355;
175;356;
176;357;
175;358;
176;359;
177;360;
177;361;
177;362;
177;363;
178;364;
177;365;
177;366;
177;367;
176;368;
175;369;
175;370;
174;371;
173;372;
174;373;
175;374;
175;375;
175;376;
176;377;
175;378;
176;379;
176;380;
176;381;
177;382;
176;383;
177;384;
177;385;
177;386;
178;387;
177;388;
178;389;
178;390;
177;391;
177;392;
177;393;
178;394;
176;395;
176;396;
175;397;
176;398;
176;399;
176;400;
176;401;
177;402;
177;403;
176;404;
177;405;
176;406;
158;407;
159;408;
161;409;
162;410;
163;411;
164;412;
166;413;
165;414;
165;415;
166;416;
166;417;
168;418;
169;419;
169;420;
170;421;
171;422;
171;423;
172;424;
173;425;
174;426;
175;427;
175;428;
176;429;
175;430;
176;431;
175;432;
174;433;
172;434;
172;435;
173;436;
174;437;
174;438;
174;439;
174;440;
175;441;
175;442;
174;443;
175;444;
176;445;
175;446;
175;447;
175;448;
175;449;
175;450;
175;451;
173;452;
174;453;
174;454;
174;455;
174;456;
174;457;
174;458;
174;459;
175;460;
175;461;
173;462;
174;463;
174;464;
175;465;
174;466;
174;467;
174;468;
173;469;
172;470;
172;471;
167;472;
169;473;
169;474;
168;475;
168;476;
169;477;
169;478;
169;479;
168;480;
169;481;
168;482;
169;483;
169;484;
168;485;
169;486;
169;487;
170;488;
171;489;
172;490;
172;491;
171;492;
172;493;
173;494;
174;495;
174;496;
173;497;
174;498;
173;499;
172;500;
171;501;
171;502;
171;503;
168;504;
168;505;
169;506;
170;507;
170;508;
170;509;
170;510;
170;511;
170;512;
170;513;
170;514;
170;515;
169;516;
170;517;
170;518;
170;519;
170;520;
170;521;
170;522;
170;523;
171;524;
171;525;
169;526;
147;527;
149;528;
151;529;
153;530;
154;531;
155;532;
157;533;
159;534;
160;535;
161;536;
162;537;
163;538;
164;539;
163;540;
164;541;
165;542;
165;543;
163;544;
162;545;
161;546;
161;547;
161;548;
161;549;
162;550;
162;551;
163;552;
164;553;
165;554;
165;555;
165;556;
165;557;
166;558;
166;559;
166;560;
167;561;
165;562;
164;563;
165;564;
165;565;
165;566;
164;567;
165;568;
165;569;
165;570;
164;571;
163;572;
163;573;
163;574;
164;575;
164;576;
165;577;
166;578;
166;579;
166;580;
167;581;
167;582;
166;583;
167;584;
165;585;
163;586;
161;587;
159;588;
159;589;
158;590;
157;591;
157;592;
157;593;
158;594;
159;595;
160;596;
161;597;
161;598;
162;599;
162;600;
162;601;
163;602;
164;603;
164;604;
165;605;
163;606;
158;607;
157;608;
158;609;
159;610;
160;611;
159;612;
159;613;
159;614;
160;615;
161;616;
161;617;
162;618;
162;619;
163;620;
163;621;
163;622;
164;623;
164;624;
164;625;
151;626;
152;627;
153;628;
154;629;
155;630;
156;631;
155;632;
155;633;
155;634;
133;635;
136;636;
138;637;
141;638;
143;639;
145;640;
148;641;
149;642;
151;643;
152;644;
153;645;
152;646;
153;647;
154;648;
155;649;
156;650;
157;651;
156;652;
157;653;
158;654;
159;655;
160;656;
160;657;
160;658;
160;659;
161;660;
162;661;
162;662;
163;663;
163;664;
163;665;
163;666;
163;667;
163;668;
163;669;
164;670;
163;671;
163;672;
164;673;
164;674;
165;675;
164;676;
162;677;
161;678;
161;679;
158;680;
159;681;
159;682;
160;683;
160;684;
161;685;
161;686;
161;687;
161;688;
162;689;
163;690;
163;691;
163;692;
163;693;
163;694;
163;695;
163;696;
163;697;
163;698;
163;699;
163;700;
163;701;
162;702;
162;703;
161;704;
161;705;
161;706;
161;707;
161;708;
161;709;
162;710;
162;711;
148;712;
147;713;
148;714;
150;715;
151;716;
152;717;
153;718;
153;719;
153;720;
154;721;
154;722;
155;723;
156;724;
157;725;
158;726;
159;727;
159;728;
158;729;
159;730;
158;731;
159;732;
160;733;
159;734;
159;735;
160;736;
160;737;
159;738;
158;739;
158;740;
158;741;
158;742;
158;743;
158;744;
159;745;
159;746;
159;747;
160;748;
160;749;
161;750;
162;751;
162;752;
162;753;
161;754;
161;755;
161;756;
160;757;
160;758;
160;759;
161;760;
161;761;
161;762;
161;763;
161;764;
161;765;
161;766;
161;767;
161;768;
161;769;
161;770;
161;771;
160;772;
161;773;
160;774;
161;775;
161;776;
161;777;
161;778;
161;779;
161;780;
162;781;
161;782;
160;783;
160;784;
160;785;
159;786;
158;787;
143;788;
144;789;
146;790;
146;791;
147;792;
147;793;
148;794;
